decoder_size,tech_node,supply_voltage,threshold_voltage,transistor_width,load_capacitance,pg_efficiency,switching_activity,leakage_factor,temperature,power,delay,area
4,180,1.6738467274665023,0.30208714175707807,8.608697167804102,106.21275901938128,0.822377445830971,0.667863088149784,0.06943834088905743,77.22985878624047,1.295576424062536,1.9070585412972088,104.06700580816009
6,180,0.6605661279681885,0.47376548015903364,6.8616692979191605,183.6256343074862,0.5334710106129935,0.7465960625079101,0.02878939950539565,63.35229991162417,2.3759276016733186,27.50203767660169,326.2112311405883
6,90,1.0139349810023437,0.3689183528812513,6.379984682596546,35.73641337174687,0.8425584957715966,0.5358707675626655,0.03199138137702367,37.93161328088783,0.99946553435625,0.6902583950158588,77.49711103553425
6,90,1.2607840616979131,0.2620579666471014,8.449694286855717,47.206043073826294,0.8252435443931284,0.6497166454466466,0.08890525017667458,70.88579637554614,2.502659417294475,0.5666185286638836,102.248004446061
5,45,1.4007966855852025,0.3720016577076299,2.3398450789711442,112.34218684056434,0.5191998283864062,0.412900411323336,0.07596790247007475,25.282214766203357,6.878092797435725,0.6377319880086416,3.731311413013284
3,22,0.8872929239687761,0.46885137579319386,9.724388989849997,88.29486252474439,0.5945028502490105,0.7990137283473628,0.08592635484492474,67.27060306549279,2.0761554716635935,0.5662643358363721,0.8779935557879864
2,130,1.5487446370237765,0.23742137170147853,1.4552475122646285,79.25461522248754,0.561465547757431,0.25332291571577986,0.09622466012431674,67.79055870578625,0.15318682992870264,0.8534955735577372,2.368982798311234
6,130,0.9315969391912988,0.4380890811286233,7.564991276140266,79.22577606914906,0.7969472575749753,0.7238598102212468,0.08858181500838705,36.81130747333637,1.8711123608330968,2.836108360861037,187.25174225942678
2,32,1.1117880420233925,0.20489493071544734,1.546524411179636,18.733039469762108,0.5385984202922005,0.41146699898550143,0.06713674798451721,74.22969317038229,0.12537227084241465,0.058986681945559526,0.14977903840791434
2,90,0.7161440025397602,0.42803425741115125,6.479151899562389,42.742146685778344,0.7089564137587451,0.13587683951424673,0.045751295930528665,76.94374348925876,0.011387547170952883,1.4042540093068652,4.738754599322597
5,45,0.6778847178760583,0.3966826955200178,5.623808115898438,135.79547699656706,0.6614634745467554,0.5013421225844282,0.07409539621566087,38.76934806068901,2.17245758153596,2.8068669696013506,8.557311802686574
6,32,1.7040864933114914,0.4414832867396641,2.0404468174041437,88.32918591713052,0.6734881054694724,0.797168441933667,0.05843012978368834,58.30778199647989,36.861106506969996,0.3469038806200289,3.0163934716715786
5,22,1.7456653009437435,0.24674164856417333,8.441459263581958,93.50493686634309,0.5580837329469643,0.60604723929239,0.09131745138938115,26.276538063743047,27.879378722131932,0.18982908458232262,2.962140651744461
